filename,image width,image height,class,xmin,ymin,xmax,ymax,width,height
knife_39_jpg.rf.388b08f362bef8445ee191e2547179fc.jpg,640,640,knife,113,10,513,579,400,569
knife_806_jpg.rf.38671af17ef7cb7f53875b1724c061c6.jpg,640,640,knife,88,342,134,548,46,206
94_jpg.rf.38a0adc5163e3c02f2e2f867060d8076.jpg,640,640,knife,199,138,359,551,160,413
79_jpg.rf.38a3325669ffabac4957df5d31712da6.jpg,640,640,knife,319,408,362,463,43,55
6_22_1_0001828_jpg.rf.38b49d4778ec8ca3faad52d0c626d0e1.jpg,640,640,gun,309,312,451,418,142,106
knife_434_jpg.rf.38a94c382bb47862d47901aa6058d061.jpg,640,640,knife,46,344,319,637,273,293
KravMagaKnifeDefenseTechniques658_jpg.rf.3897ee3382e7491f8d20c83f1fd3608f.jpg,640,640,knife,200,440,277,525,77,85
58_jpg.rf.38b3a1cae4cf7de2deb9558eb2ee8ba7.jpg,640,640,knife,243,508,294,599,51,91
knife_172_jpg.rf.38cbe52e6f5183216ffdc5a1857217ee.jpg,640,640,knife,18,51,617,627,599,576
knife_724_jpg.rf.38e6e999d385277618417a05aa232df8.jpg,640,640,knife,369,113,448,432,79,319
DefenseKnifeAttack0377_jpg.rf.38fd77e7e7b32e6d73ed8f8ecd32e8c1.jpg,640,640,knife,72,470,170,543,98,73
11_12_309_jpg.rf.38c4f9705fdbc0e0073476255c47b32e.jpg,640,640,gun,180,104,254,224,74,120
272_jpg.rf.38cd891d43edeeefac75113a606d1b23.jpg,640,640,knife,134,271,345,460,211,189
6_22_4_0010688_jpg.rf.38b70fc017c6557fea3c2bdfd8bdd194.jpg,640,640,gun,136,267,163,362,27,95
knife_957_jpg.rf.38e1f0e03819f646255a614a0111270f.jpg,640,640,knife,57,486,126,640,69,154
knife_215_jpg.rf.3925432b9a655d683fc9b76ad743572b.jpg,640,640,knife,120,266,602,539,482,273
11_12_858_jpg.rf.38b17b06d29d8696982d53935048d0f5.jpg,640,640,gun,4,6,628,614,624,608
111315831_360_jpg.rf.38fdeedcdfedfa67c5dce1ac7968f1c6.jpg,640,640,gun,328,33,400,208,72,175
116_jpg.rf.3931a10837d70001161c197cf4e76c72.jpg,640,640,knife,288,368,320,466,32,98
IZH-38_jpg.rf.393db8288acee7cb4756e1f1e071d133.jpg,640,640,gun,8,38,633,596,625,558
gun_3_3_1__0000476_jpg.rf.392fd3cef7ba8871974772911931d655.jpg,640,640,gun,242,360,291,532,49,172
KravMagaTraining20823_jpg.rf.392b7423350825c1bbf17cc9ee4fc568.jpg,640,640,knife,101,416,171,487,70,71
KravMagaKnifeDefenseTechniques112_jpg.rf.39334716d1c9a15362e3daa56659bb7d.jpg,640,640,knife,172,189,232,280,60,91
gun_4m_static_0000656_jpg.rf.393dbdfaa3ff17110780e1366f438216.jpg,640,640,gun,107,101,155,247,48,146
2022-04-15_107_jpg.rf.3943004c7fac56776122c4084aaca235.jpg,640,640,knife,253,485,279,534,26,49
knife_92_jpg.rf.3971cc2355a4f9f7811358574267706d.jpg,640,640,knife,0,0,428,395,428,395
batch_2_jpg.rf.3942333bdaea29d4cda92aa6b71bad0c.jpg,640,640,gun,13,96,316,294,303,198
batch_2_jpg.rf.3942333bdaea29d4cda92aa6b71bad0c.jpg,640,640,gun,319,15,623,319,304,304
batch_2_jpg.rf.3942333bdaea29d4cda92aa6b71bad0c.jpg,640,640,gun,114,395,307,544,193,149
batch_2_jpg.rf.3942333bdaea29d4cda92aa6b71bad0c.jpg,640,640,gun,319,444,447,495,128,51
batch_2_jpg.rf.3942333bdaea29d4cda92aa6b71bad0c.jpg,640,640,gun,375,476,579,577,204,101
batch_2_jpg.rf.3942333bdaea29d4cda92aa6b71bad0c.jpg,640,640,gun,490,519,623,580,133,61
knife37_jpg.rf.3981c1b3af0aafdb427c8c7cf358a0eb.jpg,640,640,knife,117,36,541,399,424,363
knife_179_jpg.rf.3963e019ca536007c44f10b7d32e57d8.jpg,640,640,knife,22,28,607,638,585,610
knife_418_jpg.rf.39e5139bd1dc2123731904f75702d172.jpg,640,640,knife,14,256,315,628,301,372
6_22_4_0004224_jpg.rf.39bf1b38f704743d7bf73da872d24e91.jpg,640,640,gun,405,296,430,377,25,81
knife_527_jpg.rf.39a30dec321beaa76637d6b0f1d9316b.jpg,640,640,knife,130,99,436,622,306,523
Drchl-JS-001_jpg.rf.3a1784ff78250b744a04fd2890c513a6.jpg,640,640,gun,296,313,393,441,97,128
batch_316_jpg.rf.3984f5f4b21ee6acc0e87a2cd10787e9.jpg,640,640,knife,94,109,248,204,154,95
batch_316_jpg.rf.3984f5f4b21ee6acc0e87a2cd10787e9.jpg,640,640,knife,562,122,582,189,20,67
batch_316_jpg.rf.3984f5f4b21ee6acc0e87a2cd10787e9.jpg,640,640,knife,16,333,252,624,236,291
batch_316_jpg.rf.3984f5f4b21ee6acc0e87a2cd10787e9.jpg,640,640,knife,422,469,441,502,19,33
batch_371_jpg.rf.3a20820e5c01c975f3abdcb7d07f10ee.jpg,640,640,gun,47,175,295,301,248,126
batch_371_jpg.rf.3a20820e5c01c975f3abdcb7d07f10ee.jpg,640,640,gun,384,83,560,295,176,212
batch_371_jpg.rf.3a20820e5c01c975f3abdcb7d07f10ee.jpg,640,640,gun,89,401,126,523,37,122
batch_371_jpg.rf.3a20820e5c01c975f3abdcb7d07f10ee.jpg,640,640,gun,545,491,576,595,31,104
batch_372_jpg.rf.39aa4c7d75ef3e85dbea26c35edc0513.jpg,640,640,gun,158,227,227,303,69,76
batch_372_jpg.rf.39aa4c7d75ef3e85dbea26c35edc0513.jpg,640,640,gun,408,74,506,296,98,222
batch_372_jpg.rf.39aa4c7d75ef3e85dbea26c35edc0513.jpg,640,640,gun,150,437,236,588,86,151
batch_372_jpg.rf.39aa4c7d75ef3e85dbea26c35edc0513.jpg,640,640,gun,377,349,509,516,132,167
batch_247_jpg.rf.39f14aae065a0bbe26b3f26fdf81708d.jpg,640,640,knife,127,124,292,267,165,143
batch_247_jpg.rf.39f14aae065a0bbe26b3f26fdf81708d.jpg,640,640,knife,448,125,612,268,164,143
batch_247_jpg.rf.39f14aae065a0bbe26b3f26fdf81708d.jpg,640,640,knife,56,332,204,608,148,276
batch_247_jpg.rf.39f14aae065a0bbe26b3f26fdf81708d.jpg,640,640,knife,332,330,589,600,257,270
batch_131_jpg.rf.3a00b1f35d90278e700c0d91896d3b99.jpg,640,640,gun,63,101,122,167,59,66
batch_131_jpg.rf.3a00b1f35d90278e700c0d91896d3b99.jpg,640,640,gun,454,75,534,202,80,127
batch_131_jpg.rf.3a00b1f35d90278e700c0d91896d3b99.jpg,640,640,gun,45,410,97,463,52,53
batch_131_jpg.rf.3a00b1f35d90278e700c0d91896d3b99.jpg,640,640,gun,323,417,574,525,251,108
knife_502_jpg.rf.39b6559ced18ddc8517ea9332d69d3bc.jpg,640,640,knife,367,333,512,534,145,201
knife_502_jpg.rf.39b6559ced18ddc8517ea9332d69d3bc.jpg,640,640,knife,0,335,157,505,157,170
6_22_1_0000600_jpg.rf.39bf57fa666584e67cd65f3ea113b438.jpg,640,640,gun,268,38,327,300,59,262
294_jpg.rf.3a1ab6e994adbfd170ddcd81044b56db.jpg,640,640,knife,205,225,459,423,254,198
11_12_2007_jpg.rf.3a248e177dbcbe0b98dc277aa908b907.jpg,640,640,gun,108,215,264,416,156,201
1011165752_1455_jpg.rf.3a30c6739877e4ed7bcad2e52384ca3a.jpg,640,640,gun,74,54,551,468,477,414
2022-04-15_84_jpg.rf.39751e4df754bd00634a5b561b9449fe.jpg,640,640,knife,379,208,413,289,34,81
Gun_655_jpg.rf.3987709a7eac2e04cf2342275484c80c.jpg,640,640,gun,1,5,635,626,634,621
DSC_0050_JPG_jpg.rf.3a1903c2b0dd0186eb656fd774ef397a.jpg,640,640,knife,289,308,345,445,56,137
gun_2_1_1__0011290_jpg.rf.3a53d0094ee52e9a60e5166521db735b.jpg,640,640,gun,327,352,373,395,46,43
Lavina_s_gor-Mosin-5_jpg.rf.3a37dd108c07b4d4191b05163c290c39.jpg,640,640,gun,335,319,598,409,263,90
2022-04-15_41_jpg.rf.3a5b1e140b5adcd9eefff58f5d84ce71.jpg,640,640,knife,337,419,361,502,24,83
KravMagaTraining049_jpg.rf.3a5a56da0898b118d4c918db330b29c0.jpg,640,640,knife,326,110,374,268,48,158
52_jpg.rf.3a9ba3024742e3fdea0944894d9bfffb.jpg,640,640,knife,251,540,269,606,18,66
KravMagaTraining617_jpg.rf.3a396c52708946676ab850d0045f66d7.jpg,640,640,knife,345,141,429,193,84,52
knife_520_jpg.rf.3a4a88adf6774dc7c63206012ad6e582.jpg,640,640,knife,284,81,633,480,349,399
136454_00__01513_jpg.rf.3a424674f4c641daefa2b30ee3a00f1f.jpg,640,640,gun,287,225,349,359,62,134
knife_945_jpg.rf.3a313de829164d7b77bfa469a88dcffc.jpg,640,640,knife,77,363,151,530,74,167
68_jpg.rf.3a773304f89b709ed6a431a6c4f4db2e.jpg,640,640,knife,219,365,242,448,23,83
batch_442_jpg.rf.3a9d8c7ccc51b9c9968b44793ba18013.jpg,640,640,gun,160,113,172,171,12,58
batch_442_jpg.rf.3a9d8c7ccc51b9c9968b44793ba18013.jpg,640,640,gun,493,244,534,314,41,70
batch_442_jpg.rf.3a9d8c7ccc51b9c9968b44793ba18013.jpg,640,640,gun,49,477,125,614,76,137
batch_442_jpg.rf.3a9d8c7ccc51b9c9968b44793ba18013.jpg,640,640,gun,406,339,493,515,87,176
knife_1171_jpg.rf.3ab166071a2a59407551fca6100b636b.jpg,640,640,knife,231,406,325,468,94,62
gun_3_3_1__0003500_jpg.rf.3acd681fdcc1dff29f5c9e22b54c32d8.jpg,640,640,gun,246,448,305,622,59,174
knife_1276_jpg.rf.3aacae8b9775047bab9c842d9a1cb4f2.jpg,640,640,knife,190,358,244,493,54,135
11_12_929_jpg.rf.3aa6ac10e01cb93034eee533582b35ea.jpg,640,640,gun,111,132,230,205,119,73
7_7_asd_00130976_jpg.rf.3ae03538fd18d5310222bb015d8a6f00.jpg,640,640,gun,67,164,83,192,16,28
7_7_asd_00130976_jpg.rf.3ae03538fd18d5310222bb015d8a6f00.jpg,640,640,gun,327,502,369,565,42,63
BattlegroundM4A1_jpg.rf.3afedb762db1b9d0f4def5b857707200.jpg,640,640,gun,385,190,480,562,95,372
1649338718-1660264_jpg.rf.3aa1061f9041a5cbd2219c7592192394.jpg,640,640,knife,245,249,463,440,218,191
6_22_2_0005084_jpg.rf.3a87561012fc179fc7c0af27e017e61e.jpg,640,640,gun,37,104,75,196,38,92
DSC_00071_JPG_jpg.rf.3ab8d70ab9a3b32d28bf45cab778a553.jpg,640,640,knife,329,331,380,378,51,47
DefenseKnifeAttack0362_jpg.rf.3ab2a336e9f2f5e2564656e196d34404.jpg,640,640,knife,158,431,240,471,82,40
null_image.jpg,640,640,,,,,,0,0
The_Split-Madsen-1_jpg.rf.3a468c4f017eade765557cc62ca0de56.jpg,640,640,gun,147,17,517,450,370,433
129_jpg.rf.3af22cac61228cbe473660be84042b65.jpg,640,640,knife,263,332,486,523,223,191
OHFGlock172_jpg.rf.3b01e7746c47a6689d210d1dbf3954d6.jpg,640,640,gun,165,230,264,414,99,184
1649338702-857422_jpg.rf.3b1529612ed410817eded65dd17a0e7d.jpg,640,640,knife,282,382,499,616,217,234
DSC_0057_JPG_jpg.rf.3b01219fabf2a2e0bea801c3f1c204fa.jpg,640,640,knife,233,382,317,512,84,130
DSC_0057_JPG_jpg.rf.3b01219fabf2a2e0bea801c3f1c204fa.jpg,640,640,knife,280,328,407,448,127,120
knife_984_jpg.rf.3b1697edea48dc8f3c032664dc05b3d6.jpg,640,640,knife,53,492,128,639,75,147
KravMagaKnifeDefenseTechniques237_jpg.rf.3b30db4d58f8b8386ba864beb37b9c54.jpg,640,640,knife,201,233,288,339,87,106
KravMagaKnifeDefenseTechniques269_jpg.rf.3b0793159d71309807536ffc94c1a46e.jpg,640,640,knife,348,227,457,310,109,83
sharpenKnife163_jpg.rf.3b47ba88357f5e6669c3ef084831b9fb.jpg,640,640,knife,288,323,414,397,126,74
DSC_00321_JPG_jpg.rf.3b59d82a6d8734c7d424c74980549ba8.jpg,640,640,knife,338,371,354,477,16,106
knife_150_jpg.rf.3b5c8057b5505234213c1a022ea2f2f5.jpg,640,640,knife,309,205,366,299,57,94
knife_150_jpg.rf.3b5c8057b5505234213c1a022ea2f2f5.jpg,640,640,knife,168,274,237,320,69,46
knife_652_jpg.rf.3b63457eacb023d7efa75333a4577d5d.jpg,640,640,knife,161,84,200,408,39,324
knife_686_jpg.rf.3b597259d5b997ea8b75e9d9ba616fab.jpg,640,640,knife,95,247,155,541,60,294
knife_686_jpg.rf.3b597259d5b997ea8b75e9d9ba616fab.jpg,640,640,knife,194,79,306,639,112,560
knife_82_jpg.rf.3b919a4deee4590b78bbfdc1cd38b681.jpg,640,640,knife,61,168,317,425,256,257
Kwiecien-003_jpg.rf.3b90359a379d23a43ed745f1b38d6b6d.jpg,640,640,gun,434,339,565,537,131,198
KravMagaKnifeDefenseTechniques045_jpg.rf.3b4fc22805db1dc2453c3461ae59d276.jpg,640,640,knife,297,312,365,383,68,71
Belly_of_the_Beast-Revolver-4_jpg.rf.3b82e96b4b88737fe7ac0a441fbf78af.jpg,640,640,gun,302,357,417,468,115,111
KravMagaKnifeDefenseTechniques120_jpg.rf.3b93478e1c36d1adc226f8f8f1f0f84e.jpg,640,640,knife,172,158,248,240,76,82
batch_120_jpg.rf.3b6266efb51b70ee92765e83d57f7b3f.jpg,640,640,knife,140,63,245,183,105,120
batch_120_jpg.rf.3b6266efb51b70ee92765e83d57f7b3f.jpg,640,640,knife,372,107,608,202,236,95
batch_120_jpg.rf.3b6266efb51b70ee92765e83d57f7b3f.jpg,640,640,knife,105,335,314,545,209,210
batch_120_jpg.rf.3b6266efb51b70ee92765e83d57f7b3f.jpg,640,640,knife,400,323,592,579,192,256
DSC_00051_JPG_jpg.rf.3b61807216c7553e605e8cbaa09297ff.jpg,640,640,knife,292,255,311,360,19,105
86_jpg.rf.3b633e00a34b06d4312171bd9e017e75.jpg,640,640,knife,171,373,623,493,452,120
86_jpg.rf.3b633e00a34b06d4312171bd9e017e75.jpg,640,640,knife,226,528,597,637,371,109
86_jpg.rf.3b633e00a34b06d4312171bd9e017e75.jpg,640,640,knife,162,14,628,134,466,120
86_jpg.rf.3b633e00a34b06d4312171bd9e017e75.jpg,640,640,knife,162,142,639,256,477,114
86_jpg.rf.3b633e00a34b06d4312171bd9e017e75.jpg,640,640,knife,163,254,631,369,468,115
6_22_2_0000156_jpg.rf.3b48cafbe13f04f2ff94852bb368c479.jpg,640,640,gun,320,526,344,611,24,85
2022-04-15_9_jpg.rf.3bcc0cd505b3cf65c0fcef7c5c725602.jpg,640,640,knife,329,409,357,483,28,74
gun1_6m_static_0001880_jpg.rf.3b95972aa1dbd940b27e4bfcf3e4d7b3.jpg,640,640,gun,315,264,342,344,27,80
6_22_4_0004620_jpg.rf.3be12c8c86c7245be6f21d084f3a9927.jpg,640,640,gun,362,428,422,548,60,120
Lanfier-Revolver-7_jpg.rf.3bc001031aeb51a1d7b68f85f835f0ec.jpg,640,640,gun,0,81,430,576,430,495
263_jpg.rf.3b93d65e0625991b3df78a1f71b65019.jpg,640,640,knife,305,35,443,388,138,353
116_jpg.rf.3bc95dc046d3792d14dcd4104b017f48.jpg,640,640,knife,182,196,253,330,71,134
Gun_2390_jpg.rf.3c252ea027b28ce97258802ddbb47ee4.jpg,640,640,gun,47,117,612,603,565,486
110_jpg.rf.3bd12869ec8b9f09e2cf7b5108edbdac.jpg,640,640,knife,34,214,543,503,509,289
102422101_7076_jpg.rf.3b98fe1f0fe8c5237efe99eb8d680e3b.jpg,640,640,gun,147,296,360,620,213,324
batch_39_jpg.rf.3c0cc5025e20e72f4f3d424b7b3cb6e3.jpg,640,640,knife,190,246,224,307,34,61
batch_39_jpg.rf.3c0cc5025e20e72f4f3d424b7b3cb6e3.jpg,640,640,knife,358,119,576,182,218,63
batch_39_jpg.rf.3c0cc5025e20e72f4f3d424b7b3cb6e3.jpg,640,640,knife,124,465,155,544,31,79
batch_39_jpg.rf.3c0cc5025e20e72f4f3d424b7b3cb6e3.jpg,640,640,knife,380,484,425,525,45,41
knife_340_jpg.rf.3c5e04dc29e7b5097cecbc293d055517.jpg,640,640,knife,19,191,633,432,614,241
BattlegroundM4A1-2-_jpg.rf.3c4518ef799698ed0be4c360cb671574.jpg,640,640,gun,309,320,536,631,227,311
sharpenKnife028_jpg.rf.3c031c20b4d80d30528e7a66cec582a3.jpg,640,640,knife,320,389,463,471,143,82
71_jpg.rf.3c67e15ff60f03f543df9f0360fba868.jpg,640,640,knife,271,0,406,554,135,554
2022-04-15_52_jpg.rf.3baf8fff588e35a145f981161f073ad0.jpg,640,640,knife,231,506,251,563,20,57
knife_1032_jpg.rf.3c6c90370fbaa2d44e4b0f15e724be78.jpg,640,640,knife,101,18,319,551,218,533
knife_103_jpg.rf.3c66d8a5cf29da21c1d7944d82752e03.jpg,640,640,knife,193,225,602,491,409,266
sharpenKnife004_jpg.rf.3c60c74a30cdf0714cb99e0b57cefd7f.jpg,640,640,knife,346,502,524,596,178,94
178_jpg.rf.3c7acd633428ca1473716b77f1feda66.jpg,640,640,knife,295,506,328,611,33,105
knife_839_jpg.rf.3bdadb52c88e60c0415e4f14358aad91.jpg,640,640,knife,142,299,211,476,69,177
PAYM-016_jpg.rf.3cb0ab58acb88f04ea0f17677eab7a0c.jpg,640,640,gun,93,346,374,639,281,293
knife_204_jpg.rf.3c890bbb2fd14b379b53e61359dc6e0a.jpg,640,640,knife,294,166,383,268,89,102
4712_jpg.rf.3c18306fc316dafe025598003d9a82ac.jpg,640,640,knife,460,69,532,209,72,140
7_7_asd_00095610_jpg.rf.3c762f8efe96d1aebd1e2b14306850d4.jpg,640,640,gun,62,120,207,314,145,194
BS-BBDerringer-1_jpg.rf.3ccfcc3f898beb4785a070f7559ee247.jpg,640,640,gun,403,435,498,632,95,197
11_12_1115_jpg.rf.3ce6beb910c5c0621de9a3a8871cbb2f.jpg,640,640,gun,29,0,640,640,611,640
2022-04-15_110_jpg.rf.3cb16c81f13fae010ee95e192036fe72.jpg,640,640,knife,340,497,392,554,52,57
knife_1120_jpg.rf.3ce21001be925e3f820f47391d794631.jpg,640,640,knife,108,78,383,460,275,382
49_jpg.rf.3d150369fc09e5454a8ecdb914de9233.jpg,640,640,knife,257,366,288,454,31,88
Ricco-Vis-5_jpg.rf.3d71e047b6b442528dc35fd7d144e4f7.jpg,640,640,gun,29,69,515,611,486,542
gun1_4m_static_0000640_jpg.rf.3ce2808c43f0fa2be3346b8f63764a7a.jpg,640,640,gun,246,371,326,485,80,114
Les_tontons_flingueurs-MP35-4_jpg.rf.3d3e41f349ac88c6d758e93aba91ed92.jpg,640,640,gun,250,230,400,334,150,104
knife_897_jpg.rf.3d1bce3d1ab0035bd3c38bdd6cda1a92.jpg,640,640,knife,65,503,136,640,71,137
DSC_0022_JPG_jpg.rf.3d11865b852fc7da55ad56050a53f4a2.jpg,640,640,knife,317,481,372,538,55,57
gun_3_3_1__0003436_jpg.rf.3d4ae5fc8b91412e9e034af36ddf144e.jpg,640,640,gun,290,394,372,587,82,193
7_7_asd_00140902_jpg.rf.3d69b87e599ada2da6b2e22d6e2aeb2c.jpg,640,640,gun,190,226,505,456,315,230
knife_44_jpg.rf.3cbefc473ec863181f7021020c54a2c7.jpg,640,640,knife,15,114,523,625,508,511
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,159,169,213,288,54,119
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,240,166,315,302,75,136
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,508,177,582,291,74,114
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,596,185,639,289,43,104
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,76,173,136,302,60,129
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,429,172,474,306,45,134
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,8,168,55,312,47,144
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,345,191,399,305,54,114
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,610,337,639,446,29,109
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,355,340,397,454,42,114
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,172,337,217,455,45,118
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,517,345,561,449,44,104
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,428,342,474,460,46,118
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,268,332,315,480,47,148
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,5,355,65,483,60,128
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,80,352,142,488,62,136
47_jpg.rf.3d7379afece36a0508b4c53557c72bb3.jpg,640,640,knife,585,494,639,628,54,134
