filename,width,height,class,xmin,ymin,xmax,ymax
DSC_0014_JPG_jpg.rf.6370b21af576ad26a55c38e423952be4.jpg,320,320,knife,129,206,176,238
knife_687_jpg.rf.634279e9f43716171c8792cb171bd5d0.jpg,320,320,knife,151,37,178,216
370_jpg.rf.6384200c71f5512cb434e85ca7d5e233.jpg,320,320,knife,0,70,138,174
knife_421_jpg.rf.62c09e62f8101b9a348d3b33c3ca25cf.jpg,320,320,knife,144,112,310,309
armas-569-jpg_jpg.rf.6397609a1d2de6eafa83ebf4d21fe016.jpg,320,320,pistol,18,58,303,319
armas-1486-jpg_jpg.rf.63723a62284966e166fc841b3976b441.jpg,320,320,pistol,5,2,318,312
67_jpg.rf.6325f11a2d26d8590f90bc1481500eaa.jpg,320,320,knife,108,178,120,220
knife_271_jpg.rf.62a7c38df38bee2400c199393af1f21a.jpg,320,320,knife,140,169,210,287
2022-04-21_416_jpg.rf.634c2a9a03d8420afdf551304403084c.jpg,320,320,knife,139,189,147,219
knife_1301_jpg.rf.63c7098890411ce9ba96143ca42cc1d1.jpg,320,320,knife,243,78,263,140
266_jpg.rf.63ed5288984269864205c852d1848f9a.jpg,320,320,knife,77,117,261,165
KravMagaKnifeDefenseTechniques594_jpg.rf.633943f48c648a4e53d3973169ee93ef.jpg,320,320,knife,95,236,149,266
knife_1270_jpg.rf.6398fe0c531f5885fccbe5798a36dfb6.jpg,320,320,knife,167,51,187,131
9_jpg.rf.63752b893625dbf2c013d1ae5b6116a1.jpg,320,320,knife,144,22,208,320
171_jpg.rf.63d72c72478694caea2ff3e7cb6c0e40.jpg,320,320,knife,165,45,216,320
711_jpg.rf.63c86b77658700d0a510a80f79acfbbc.jpg,320,320,knife,82,130,113,320
armas-1906-jpg_jpg.rf.63c50c3a4c6b9d6929741c922b88a3eb.jpg,320,320,pistol,36,60,207,155
100_jpg.rf.63fb3d11a271f869fb4653860446de22.jpg,320,320,knife,101,68,213,130
2022-04-15_19_jpg.rf.6380c191170f53c3476f0e58231e57bc.jpg,320,320,knife,131,170,158,191
armas-2534-jpg_jpg.rf.640e8801eb0e2af5f27fd402bb837e04.jpg,320,320,pistol,2,12,316,303
DefenseKnifeAttack0509_jpg.rf.63f78cd18ab672ac0fba8e784253dafd.jpg,320,320,knife,54,186,102,240
armas-717-jpg_jpg.rf.63e36ee988028dda4fc981f64d0eaa5d.jpg,320,320,pistol,106,60,205,208
KravMagaKnifeDefenseTechniques126_jpg.rf.642c928ff463147bc47a6443a3b86c97.jpg,320,320,knife,74,89,115,134
knife_522_jpg.rf.6411dce514269ab1e9fb1d73cc7921ec.jpg,320,320,knife,17,50,210,308
armas-2026-jpg_jpg.rf.6423657e973f893774546879962ecbce.jpg,320,320,pistol,12,195,98,310
KravMagaKnifeDefenseTechniques073_jpg.rf.644aa7eee0e85f1315134f535cc5b23e.jpg,320,320,knife,136,184,175,215
1649338737-1576166_jpg.rf.64118187676ea0505256e04617cb71ef.jpg,320,320,knife,120,97,159,319
15_jpg.rf.63b0d1d0ab767290a5feb1a63b0161e2.jpg,320,320,knife,147,263,165,286
knife_887_jpg.rf.64751eaf3eff0956c2ba7510a50c4157.jpg,320,320,knife,38,142,80,245
knife_830_jpg.rf.647b6a61220bc3c421cfaf3ab8b2b243.jpg,320,320,knife,64,185,100,297
111_jpg.rf.63f7f1f17f41ccd7f7626508b5227d57.jpg,320,320,knife,122,165,224,319
KravMagaTraining748_jpg.rf.6453e485e1f1052195c2a4803d502678.jpg,320,320,knife,210,63,249,117
armas-1695-jpg_jpg.rf.646a35244d831bd39da30cc33d088fe2.jpg,320,320,pistol,50,126,242,240
knife_437_jpg.rf.64519710ecd2c5e575b059b9549c3867.jpg,320,320,knife,129,34,259,178
120_jpg.rf.64248e908c7e14c29047166bd3f8e372.jpg,320,320,knife,156,212,178,236
knife_278_jpg.rf.642bc6dfb52665d41e24dbe5a6d5d3c8.jpg,320,320,knife,167,119,306,246
