               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.041327,            0.016142,           0.0029992,             0.84497,             0.75601,             0.83575,             0.41572,            0.035175,           0.0072144,           0.0015023,             0.00934,             0.00934,             0.00934
                  12,            0.041263,            0.015952,           0.0030931,             0.84382,             0.77086,             0.85919,             0.43755,            0.034136,           0.0073451,           0.0010757,            0.009274,            0.009274,            0.009274
                  13,            0.039985,            0.015736,           0.0033507,              0.8428,             0.79664,             0.85881,              0.4361,            0.034094,           0.0072172,           0.0015027,            0.009208,            0.009208,            0.009208
                  14,            0.039823,              0.0156,           0.0027764,             0.86791,             0.78108,             0.87036,             0.44944,            0.033522,           0.0071774,           0.0011086,            0.009142,            0.009142,            0.009142
                  15,            0.039635,             0.01562,           0.0027207,              0.8457,              0.8074,             0.86896,             0.45199,            0.032732,           0.0070899,          0.00072455,            0.009076,            0.009076,            0.009076
                  16,            0.038963,            0.015263,           0.0026284,             0.86468,             0.78633,             0.86635,             0.45884,             0.03297,           0.0069356,            0.001464,             0.00901,             0.00901,             0.00901
                  17,            0.039132,            0.015106,           0.0025195,             0.85564,             0.80485,             0.87677,             0.46105,            0.032431,           0.0068883,          0.00095176,            0.008944,            0.008944,            0.008944
                  18,             0.03871,            0.015209,           0.0030647,             0.87049,             0.82006,             0.88695,             0.47031,            0.032346,           0.0068387,           0.0010904,            0.008878,            0.008878,            0.008878
                  19,            0.037768,            0.014966,           0.0025467,             0.87719,             0.81518,             0.89107,             0.47234,            0.032516,           0.0067782,          0.00072514,            0.008812,            0.008812,            0.008812
                  20,            0.037916,            0.014762,           0.0024048,             0.88542,             0.81889,             0.89205,             0.47586,            0.031705,           0.0068415,             0.00104,            0.008746,            0.008746,            0.008746
                  21,            0.037443,            0.014766,           0.0021089,             0.89436,             0.82854,             0.89763,             0.48412,            0.031791,           0.0066116,          0.00085744,             0.00868,             0.00868,             0.00868
                  22,            0.036816,            0.014681,           0.0023676,             0.89342,             0.82937,             0.89858,             0.48605,            0.031457,            0.006629,          0.00096803,            0.008614,            0.008614,            0.008614
                  23,            0.036761,            0.014573,           0.0021434,             0.89802,             0.84077,             0.90724,             0.49743,            0.031374,           0.0065976,          0.00070337,            0.008548,            0.008548,            0.008548
                  24,            0.036555,            0.014624,           0.0021932,             0.90801,             0.82017,             0.90537,             0.50004,            0.031464,           0.0066114,           0.0006347,            0.008482,            0.008482,            0.008482
                  25,            0.036267,            0.014341,           0.0021481,             0.88718,             0.82431,              0.8992,             0.48721,            0.031494,            0.006644,           0.0011393,            0.008416,            0.008416,            0.008416
                  26,            0.036103,            0.014428,           0.0020499,             0.88592,             0.85322,             0.91222,             0.50253,            0.030744,           0.0064907,           0.0009304,             0.00835,             0.00835,             0.00835
                  27,            0.035916,            0.014463,            0.002065,             0.89023,             0.81932,             0.90135,             0.49429,            0.030837,           0.0065412,          0.00089377,            0.008284,            0.008284,            0.008284
                  28,            0.035613,             0.01392,           0.0016372,             0.89909,             0.83668,             0.90808,             0.50763,            0.030846,           0.0064545,          0.00066942,            0.008218,            0.008218,            0.008218
                  29,            0.035423,            0.014008,           0.0020404,             0.89739,             0.85579,             0.91682,             0.51027,             0.03031,           0.0064254,          0.00059683,            0.008152,            0.008152,            0.008152
                  30,            0.035363,            0.014168,           0.0019027,             0.89192,             0.84945,             0.91415,             0.50954,            0.030655,           0.0063997,          0.00050513,            0.008086,            0.008086,            0.008086
                  31,            0.035063,            0.013903,           0.0019521,             0.90368,             0.84713,             0.91124,             0.50842,            0.030556,           0.0064031,          0.00079791,             0.00802,             0.00802,             0.00802
                  32,            0.035101,            0.013939,           0.0016835,              0.8961,             0.86042,             0.91902,             0.51419,            0.030311,           0.0063768,          0.00088727,            0.007954,            0.007954,            0.007954
                  33,            0.034798,             0.01392,           0.0018321,             0.90371,             0.84732,              0.9141,             0.51476,            0.030034,           0.0063913,          0.00067527,            0.007888,            0.007888,            0.007888
                  34,            0.034839,            0.014094,           0.0018788,             0.90535,             0.86996,             0.92308,             0.51741,            0.030177,           0.0062975,          0.00047547,            0.007822,            0.007822,            0.007822
                  35,            0.034356,            0.013843,           0.0017006,             0.90662,              0.8566,             0.92144,             0.52216,            0.029753,           0.0062877,          0.00060736,            0.007756,            0.007756,            0.007756
                  36,            0.033712,            0.013613,           0.0016804,             0.91025,             0.86278,              0.9206,             0.52653,            0.029611,           0.0062918,          0.00085942,             0.00769,             0.00769,             0.00769
                  37,            0.034224,            0.013776,           0.0017109,             0.89937,             0.86392,             0.91974,             0.51749,            0.029878,           0.0063255,          0.00080125,            0.007624,            0.007624,            0.007624
                  38,            0.033884,            0.014033,           0.0016218,             0.91054,             0.85759,             0.92144,             0.52136,            0.029726,           0.0062753,          0.00082519,            0.007558,            0.007558,            0.007558
                  39,              0.0336,            0.013631,           0.0015283,             0.91706,             0.87538,             0.92822,              0.5256,            0.029708,           0.0062873,          0.00064881,            0.007492,            0.007492,            0.007492
                  40,            0.033433,            0.013398,           0.0017417,             0.91594,             0.86983,             0.92653,               0.534,            0.029591,           0.0062278,          0.00062401,            0.007426,            0.007426,            0.007426
                  41,             0.03365,            0.013579,           0.0017494,             0.89374,             0.85975,             0.91543,              0.5239,            0.029858,           0.0063307,          0.00078299,             0.00736,             0.00736,             0.00736
                  42,            0.033476,            0.013567,           0.0016514,             0.91383,             0.86733,             0.92028,             0.53114,            0.029536,            0.006299,          0.00068563,            0.007294,            0.007294,            0.007294
                  43,             0.03311,            0.013495,            0.001565,             0.89653,             0.88158,             0.92189,             0.53097,             0.02969,           0.0061899,          0.00052447,            0.007228,            0.007228,            0.007228
                  44,            0.032909,            0.013303,           0.0013867,             0.90678,             0.88176,             0.93012,             0.53758,             0.02936,            0.006215,          0.00066239,            0.007162,            0.007162,            0.007162
                  45,            0.032718,            0.013123,           0.0014927,              0.9083,             0.87812,              0.9252,             0.53454,            0.029425,           0.0061502,          0.00064377,            0.007096,            0.007096,            0.007096
                  46,             0.03291,             0.01314,           0.0013502,             0.91803,             0.88504,             0.92833,             0.54096,            0.029379,           0.0061673,          0.00059215,             0.00703,             0.00703,             0.00703
                  47,            0.032799,              0.0135,           0.0013404,             0.92133,             0.87676,             0.93216,             0.54423,             0.02896,           0.0061333,           0.0007138,            0.006964,            0.006964,            0.006964
                  48,            0.032456,            0.013315,           0.0014493,              0.9128,             0.87336,             0.93189,             0.54988,             0.02863,           0.0061281,           0.0006515,            0.006898,            0.006898,            0.006898
                  49,            0.032434,            0.013101,           0.0013375,             0.92006,             0.87723,             0.93175,             0.54795,            0.028755,           0.0060631,          0.00042462,            0.006832,            0.006832,            0.006832
                  50,            0.032444,            0.013069,           0.0013764,             0.92163,             0.87251,             0.93041,             0.55202,            0.028355,           0.0060937,          0.00069294,            0.006766,            0.006766,            0.006766
                  51,            0.032065,             0.01295,            0.001364,             0.89818,             0.87922,             0.92869,             0.55085,            0.028297,           0.0060895,          0.00085549,              0.0067,              0.0067,              0.0067
                  52,            0.031849,            0.013041,           0.0014293,             0.92061,             0.87669,             0.93097,             0.55117,            0.028448,           0.0061314,          0.00066926,            0.006634,            0.006634,            0.006634
                  53,            0.031847,            0.013028,           0.0013002,             0.91942,             0.88263,             0.93486,             0.55203,            0.028425,           0.0060084,          0.00047279,            0.006568,            0.006568,            0.006568
                  54,            0.031759,            0.012922,           0.0011856,              0.9218,             0.88581,             0.93736,             0.55684,            0.028298,            0.006033,          0.00057605,            0.006502,            0.006502,            0.006502
                  55,            0.031579,            0.012846,           0.0013637,             0.92967,             0.86604,             0.93528,             0.55487,            0.028298,           0.0060866,          0.00036646,            0.006436,            0.006436,            0.006436
                  56,            0.031572,             0.01267,           0.0012025,             0.91098,             0.88546,             0.93341,             0.55082,            0.028344,           0.0061106,          0.00056857,             0.00637,             0.00637,             0.00637
                  57,            0.031642,            0.012683,           0.0013074,             0.92154,             0.88065,             0.93242,             0.55772,            0.028368,           0.0060388,          0.00065127,            0.006304,            0.006304,            0.006304
                  58,            0.031242,            0.012701,            0.001127,             0.92452,              0.8836,             0.93941,             0.56223,            0.028312,           0.0059509,          0.00046324,            0.006238,            0.006238,            0.006238
                  59,            0.030798,            0.012686,           0.0011396,             0.92479,              0.8929,             0.93928,             0.56207,            0.028078,           0.0059631,          0.00047791,            0.006172,            0.006172,            0.006172
                  60,            0.031003,            0.012586,           0.0012311,             0.91951,              0.8957,             0.93902,             0.55853,            0.028072,           0.0059496,          0.00057542,            0.006106,            0.006106,            0.006106
                  61,            0.030707,            0.012489,           0.0010508,              0.9145,             0.89695,             0.94208,             0.56542,            0.027791,            0.005944,            0.000637,             0.00604,             0.00604,             0.00604
                  62,            0.030913,            0.012502,           0.0010215,              0.9197,             0.89497,             0.93974,             0.56847,            0.028033,           0.0059372,           0.0005335,            0.005974,            0.005974,            0.005974
                  63,            0.030292,            0.012428,           0.0010503,             0.92817,             0.89084,             0.93992,             0.56877,            0.027942,           0.0059363,          0.00053635,            0.005908,            0.005908,            0.005908
                  64,            0.030628,            0.012665,           0.0012184,             0.91456,             0.90435,             0.93976,             0.56523,            0.027954,           0.0059192,          0.00065293,            0.005842,            0.005842,            0.005842
                  65,            0.030646,            0.012373,           0.0011195,             0.92918,             0.89904,             0.94187,             0.57066,            0.027802,           0.0059003,          0.00072716,            0.005776,            0.005776,            0.005776
                  66,             0.03057,             0.01251,            0.001222,             0.92079,             0.89328,              0.9378,             0.56964,            0.027853,           0.0059747,           0.0007758,             0.00571,             0.00571,             0.00571
                  67,            0.030525,            0.012542,           0.0011123,             0.91509,             0.89395,             0.93907,             0.57345,              0.0277,            0.005919,          0.00065748,            0.005644,            0.005644,            0.005644
                  68,            0.030102,            0.012287,           0.0011012,             0.93016,             0.88916,             0.94052,             0.57501,            0.027484,           0.0059151,          0.00083498,            0.005578,            0.005578,            0.005578
                  69,            0.029781,            0.012272,           0.0011233,             0.92626,             0.89739,             0.94052,             0.57595,            0.027639,           0.0058658,          0.00065024,            0.005512,            0.005512,            0.005512
                  70,            0.030188,            0.012445,           0.0012078,             0.92396,             0.89763,             0.94283,             0.57353,            0.027627,           0.0059252,          0.00055118,            0.005446,            0.005446,            0.005446
                  71,            0.029577,            0.012194,          0.00097878,             0.92522,             0.90872,              0.9465,             0.57943,            0.027362,           0.0058333,          0.00039893,             0.00538,             0.00538,             0.00538
                  72,            0.029684,            0.012262,           0.0011661,             0.93378,             0.90235,             0.94861,             0.58431,            0.027281,           0.0058409,          0.00057738,            0.005314,            0.005314,            0.005314
                  73,            0.029661,            0.012356,           0.0011339,             0.92312,             0.90937,             0.94733,             0.58046,            0.027108,           0.0058347,          0.00047283,            0.005248,            0.005248,            0.005248
                  74,            0.029727,            0.012177,          0.00091584,              0.9269,             0.90389,              0.9466,             0.58476,             0.02715,           0.0058414,          0.00045354,            0.005182,            0.005182,            0.005182
                  75,            0.029406,            0.012042,           0.0010127,             0.93335,             0.90205,             0.94445,             0.58339,            0.027358,           0.0058457,          0.00045802,            0.005116,            0.005116,            0.005116
                  76,            0.029396,            0.012279,           0.0010833,             0.93048,             0.89319,             0.94178,             0.58282,            0.027417,           0.0058657,          0.00045048,             0.00505,             0.00505,             0.00505
                  77,            0.029287,            0.012013,           0.0010306,             0.92894,             0.89483,             0.94226,             0.58239,            0.027329,           0.0058464,            0.000622,            0.004984,            0.004984,            0.004984
                  78,            0.029194,            0.011887,           0.0010965,             0.93214,              0.8936,             0.94273,             0.58364,            0.027421,            0.005859,          0.00064741,            0.004918,            0.004918,            0.004918
                  79,            0.029259,            0.012134,          0.00096361,             0.92673,             0.90275,             0.94419,             0.57911,            0.027447,           0.0058581,          0.00064168,            0.004852,            0.004852,            0.004852
                  80,            0.029072,            0.011849,          0.00082222,             0.92918,             0.89781,             0.94372,             0.57909,            0.027416,           0.0059043,          0.00062974,            0.004786,            0.004786,            0.004786
                  81,            0.028443,            0.011672,          0.00081987,              0.9292,             0.91062,             0.94528,             0.58349,            0.027247,           0.0058448,          0.00062715,             0.00472,             0.00472,             0.00472
                  82,            0.028349,            0.011877,          0.00080425,             0.93938,             0.89524,             0.94559,             0.58473,               0.027,           0.0058178,          0.00065445,            0.004654,            0.004654,            0.004654
                  83,            0.028183,            0.011809,          0.00078701,             0.93128,             0.90919,             0.94622,             0.58353,            0.026986,           0.0058434,          0.00059474,            0.004588,            0.004588,            0.004588
                  84,            0.028343,            0.011739,          0.00083628,             0.94168,              0.8966,             0.94704,             0.58481,            0.027121,            0.005838,          0.00056408,            0.004522,            0.004522,            0.004522
                  85,            0.028382,            0.011684,          0.00092804,             0.93435,             0.90355,             0.94639,             0.58472,            0.027003,           0.0058265,          0.00056491,            0.004456,            0.004456,            0.004456
                  86,            0.028124,            0.011677,          0.00093376,             0.92591,             0.90609,             0.94534,             0.58635,            0.027039,           0.0058211,          0.00058906,             0.00439,             0.00439,             0.00439
                  87,             0.02822,            0.011793,           0.0010454,             0.92618,             0.91044,             0.94707,             0.58814,            0.026962,           0.0058272,          0.00044282,            0.004324,            0.004324,            0.004324
                  88,            0.027958,            0.011632,          0.00080249,             0.93156,             0.89926,             0.94471,             0.58922,            0.026931,            0.005837,          0.00043118,            0.004258,            0.004258,            0.004258
                  89,            0.028145,            0.011555,          0.00092034,             0.93149,             0.90193,             0.94392,             0.59075,            0.026901,           0.0058433,          0.00043015,            0.004192,            0.004192,            0.004192
                  90,            0.028023,            0.011772,          0.00077857,              0.9324,             0.90218,             0.94568,             0.58925,            0.026916,           0.0058254,          0.00040875,            0.004126,            0.004126,            0.004126
                  91,            0.027892,            0.011647,          0.00085198,             0.93654,              0.8981,             0.94772,             0.59022,            0.026811,           0.0058138,          0.00036118,             0.00406,             0.00406,             0.00406
                  92,            0.027787,            0.011435,           0.0008613,             0.93509,              0.9084,             0.94714,             0.58802,            0.026858,           0.0058225,          0.00035747,            0.003994,            0.003994,            0.003994
                  93,            0.027565,             0.01132,          0.00089904,             0.94096,             0.89821,             0.94538,             0.58785,            0.026944,           0.0058345,          0.00036044,            0.003928,            0.003928,            0.003928
                  94,            0.027353,            0.011342,          0.00083718,             0.93067,             0.90895,             0.94558,             0.59062,            0.026993,           0.0058119,          0.00040305,            0.003862,            0.003862,            0.003862
                  95,            0.027224,            0.011384,          0.00084286,             0.92929,             0.91113,             0.94473,             0.59121,             0.02684,           0.0058063,          0.00038062,            0.003796,            0.003796,            0.003796
                  96,            0.027349,            0.011427,          0.00079468,             0.93575,             0.91076,             0.94492,             0.59095,            0.026781,           0.0058009,          0.00044565,             0.00373,             0.00373,             0.00373
                  97,            0.027197,            0.011494,          0.00075809,             0.94626,             0.90234,             0.94487,             0.58996,             0.02674,           0.0057885,          0.00048307,            0.003664,            0.003664,            0.003664
                  98,            0.027285,            0.011212,          0.00070289,             0.93997,             0.90411,             0.94601,             0.59115,            0.026773,           0.0057837,          0.00048261,            0.003598,            0.003598,            0.003598
                  99,            0.027014,            0.011263,          0.00079218,             0.93901,             0.90384,             0.94772,             0.59337,            0.026749,            0.005787,          0.00053293,            0.003532,            0.003532,            0.003532
                 100,            0.026672,            0.011132,          0.00070932,              0.9395,             0.90781,             0.94887,             0.59379,            0.026706,           0.0057998,          0.00051933,            0.003466,            0.003466,            0.003466
                 101,            0.026936,            0.011108,          0.00081706,             0.94217,             0.90216,             0.94897,             0.59365,            0.026686,           0.0057957,          0.00053783,              0.0034,              0.0034,              0.0034
                 102,            0.026765,            0.011085,          0.00070468,             0.92987,             0.91431,             0.94801,             0.59601,             0.02663,           0.0057787,          0.00055899,            0.003334,            0.003334,            0.003334
                 103,            0.026804,            0.011245,          0.00075125,              0.9272,             0.91297,             0.94849,              0.5934,            0.026573,           0.0057771,          0.00051433,            0.003268,            0.003268,            0.003268
                 104,            0.026367,            0.011039,          0.00076564,             0.93324,             0.90847,             0.94889,             0.59454,            0.026546,           0.0057758,          0.00044179,            0.003202,            0.003202,            0.003202
                 105,            0.026321,            0.011059,          0.00075905,             0.94049,             0.90726,             0.94952,             0.59524,            0.026495,            0.005779,          0.00040417,            0.003136,            0.003136,            0.003136
                 106,            0.026254,            0.011186,          0.00071639,             0.94435,             0.90773,             0.94951,             0.59767,            0.026497,           0.0057738,          0.00040931,             0.00307,             0.00307,             0.00307
                 107,             0.02602,            0.011014,          0.00069053,             0.94597,             0.90648,             0.94861,             0.59637,            0.026532,           0.0057805,          0.00036575,            0.003004,            0.003004,            0.003004
                 108,            0.026139,            0.010945,          0.00066908,             0.94806,             0.90904,             0.95007,             0.59528,             0.02659,           0.0057949,          0.00034634,            0.002938,            0.002938,            0.002938
                 109,            0.025892,            0.011016,          0.00069182,             0.94904,             0.90517,              0.9499,             0.59624,             0.02662,           0.0058044,          0.00032696,            0.002872,            0.002872,            0.002872
                 110,            0.025661,            0.010686,          0.00070858,             0.94755,             0.90424,             0.94911,             0.59602,            0.026618,           0.0058016,          0.00034478,            0.002806,            0.002806,            0.002806
                 111,            0.026019,              0.0108,          0.00079135,              0.9456,             0.90382,             0.94919,             0.59748,             0.02662,           0.0057955,           0.0003615,             0.00274,             0.00274,             0.00274
                 112,             0.02585,            0.010751,          0.00062871,             0.94762,             0.90303,              0.9476,             0.59818,            0.026564,           0.0057939,          0.00037275,            0.002674,            0.002674,            0.002674
                 113,             0.02569,            0.010841,          0.00066941,              0.9479,             0.90392,             0.94657,             0.59825,            0.026546,           0.0057919,          0.00036977,            0.002608,            0.002608,            0.002608
                 114,            0.025491,            0.010669,          0.00064212,              0.9463,             0.90547,             0.94698,             0.59892,            0.026539,           0.0057908,          0.00037452,            0.002542,            0.002542,            0.002542
                 115,            0.025286,            0.010764,          0.00056125,             0.94251,             0.90813,              0.9489,             0.59997,            0.026497,           0.0057886,          0.00037778,            0.002476,            0.002476,            0.002476
                 116,            0.025288,            0.010523,          0.00058006,             0.93626,              0.9098,             0.94932,             0.59981,             0.02646,            0.005788,          0.00036572,             0.00241,             0.00241,             0.00241
                 117,            0.025255,            0.010749,          0.00064379,             0.93644,             0.90771,             0.94809,             0.59944,            0.026434,           0.0057921,          0.00037338,            0.002344,            0.002344,            0.002344
                 118,            0.025183,             0.01074,          0.00063426,             0.94158,             0.90812,             0.94911,             0.59932,            0.026442,           0.0057943,          0.00036984,            0.002278,            0.002278,            0.002278
                 119,            0.025075,            0.010634,          0.00064973,             0.94061,             0.91021,             0.94899,             0.59886,            0.026448,           0.0057922,          0.00036908,            0.002212,            0.002212,            0.002212
                 120,            0.024919,            0.010571,          0.00054691,              0.9434,             0.90824,             0.94899,             0.59932,            0.026449,           0.0057982,          0.00038679,            0.002146,            0.002146,            0.002146
                 121,            0.024773,            0.010638,           0.0005635,             0.94427,             0.90667,             0.94958,             0.60015,            0.026448,            0.005803,          0.00039822,             0.00208,             0.00208,             0.00208
                 122,            0.024664,            0.010439,          0.00054189,             0.94932,             0.90566,             0.95043,             0.60063,             0.02646,           0.0058049,          0.00040833,            0.002014,            0.002014,            0.002014
                 123,            0.024447,            0.010294,          0.00062937,             0.94783,             0.90743,             0.95003,             0.60167,            0.026465,           0.0058119,          0.00039839,            0.001948,            0.001948,            0.001948
                 124,            0.024459,             0.01027,          0.00061032,              0.9473,             0.90937,             0.95023,             0.60214,            0.026461,           0.0058074,          0.00040204,            0.001882,            0.001882,            0.001882
                 125,            0.024258,            0.010161,          0.00053866,             0.94886,              0.9105,                0.95,             0.60144,            0.026447,           0.0058055,          0.00040477,            0.001816,            0.001816,            0.001816
                 126,            0.024211,            0.010282,            0.000441,             0.94733,             0.91142,             0.95029,             0.60141,            0.026426,           0.0058051,          0.00040385,             0.00175,             0.00175,             0.00175
                 127,            0.024215,            0.010237,          0.00052217,             0.94765,             0.91164,             0.95129,             0.60232,             0.02642,           0.0058044,          0.00041342,            0.001684,            0.001684,            0.001684
                 128,            0.023972,            0.010239,          0.00075056,             0.94569,             0.91324,              0.9511,             0.60246,            0.026413,           0.0058055,          0.00042096,            0.001618,            0.001618,            0.001618
                 129,            0.023865,            0.010335,          0.00051853,             0.94623,             0.91147,             0.95088,              0.6026,            0.026408,           0.0058093,          0.00042759,            0.001552,            0.001552,            0.001552
                 130,            0.023913,            0.010285,            0.000527,               0.947,              0.9105,             0.95101,             0.60386,            0.026403,           0.0058124,          0.00043661,            0.001486,            0.001486,            0.001486
                 131,            0.023647,            0.010333,          0.00050791,             0.94552,             0.90815,             0.95051,             0.60461,             0.02641,           0.0058135,          0.00044514,             0.00142,             0.00142,             0.00142
                 132,            0.023447,            0.010033,          0.00040168,             0.94521,             0.90923,             0.95083,             0.60477,            0.026412,           0.0058161,          0.00044358,            0.001354,            0.001354,            0.001354
                 133,             0.02355,            0.010085,          0.00049325,             0.94245,             0.91039,             0.95071,             0.60439,            0.026409,           0.0058181,          0.00043827,            0.001288,            0.001288,            0.001288
                 134,            0.023346,           0.0098527,          0.00053547,             0.94031,             0.91099,             0.95027,             0.60454,            0.026404,           0.0058245,          0.00043624,            0.001222,            0.001222,            0.001222
                 135,            0.023337,           0.0099159,          0.00052686,             0.93859,             0.91075,              0.9503,             0.60499,            0.026399,           0.0058314,          0.00043398,            0.001156,            0.001156,            0.001156
                 136,            0.023208,            0.010038,          0.00043388,             0.93918,             0.90973,             0.95023,             0.60449,            0.026395,           0.0058366,          0.00043142,             0.00109,             0.00109,             0.00109
                 137,            0.023209,            0.010073,           0.0006159,             0.94171,             0.90896,             0.94961,             0.60424,            0.026392,           0.0058418,           0.0004287,            0.001024,            0.001024,            0.001024
                 138,            0.022922,            0.009864,          0.00046112,             0.93987,              0.9102,             0.94967,               0.604,            0.026391,           0.0058482,          0.00042625,            0.000958,            0.000958,            0.000958
                 139,            0.022686,           0.0097475,          0.00036959,             0.93905,             0.91062,              0.9498,             0.60427,            0.026392,           0.0058545,          0.00042764,            0.000892,            0.000892,            0.000892
                 140,            0.023039,            0.009914,          0.00044956,              0.9383,             0.91135,             0.94953,             0.60467,             0.02639,           0.0058613,          0.00042848,            0.000826,            0.000826,            0.000826
                 141,            0.022659,           0.0096001,           0.0004162,              0.9361,             0.91225,             0.94899,             0.60425,             0.02639,           0.0058677,          0.00042702,             0.00076,             0.00076,             0.00076
                 142,              0.0227,           0.0096195,          0.00039477,             0.93591,             0.90945,             0.94844,             0.60425,            0.026392,           0.0058722,          0.00042458,            0.000694,            0.000694,            0.000694
                 143,             0.02267,           0.0098514,           0.0004677,             0.93608,             0.90939,             0.94843,             0.60411,            0.026397,           0.0058772,          0.00042216,            0.000628,            0.000628,            0.000628
                 144,            0.022412,            0.009728,          0.00038851,               0.943,             0.90486,             0.94872,             0.60371,              0.0264,           0.0058819,          0.00042414,            0.000562,            0.000562,            0.000562
                 145,            0.022385,           0.0097632,          0.00043226,              0.9434,             0.90404,             0.94829,             0.60397,            0.026398,           0.0058858,          0.00042517,            0.000496,            0.000496,            0.000496
                 146,            0.022126,           0.0095951,          0.00043707,             0.94247,             0.90445,             0.94771,             0.60422,            0.026399,           0.0058893,          0.00042843,             0.00043,             0.00043,             0.00043
                 147,            0.022222,           0.0095635,          0.00040139,             0.94242,             0.90445,             0.94847,             0.60497,            0.026397,           0.0058935,          0.00043012,            0.000364,            0.000364,            0.000364
                 148,            0.022259,           0.0094987,          0.00043463,             0.94121,             0.90455,             0.94795,             0.60494,            0.026398,           0.0058972,          0.00043307,            0.000298,            0.000298,            0.000298
                 149,            0.021884,           0.0095737,          0.00038031,             0.94151,             0.90491,             0.94876,             0.60481,            0.026401,              0.0059,          0.00043441,            0.000232,            0.000232,            0.000232
